license_id,brand_name,ingredient,drugbank_id,potential_indication,source
EMEA/H/C/000477,Aldurazyme,LARONIDASE,DB00090,Hurler syndrome,TxGNN Knowledge Graph
EMEA/H/C/000477,Aldurazyme,LARONIDASE,DB00090,Scheie syndrome,TxGNN Knowledge Graph
EMEA/H/C/000477,Aldurazyme,LARONIDASE,DB00090,Hurler-Scheie syndrome,TxGNN Knowledge Graph
EMEA/H/C/005287,Vyepti,EPTINEZUMAB,DB14040,migraine disorder,TxGNN Knowledge Graph
EMEA/H/C/004071,Neofordex,DEXAMETHASONE,DB01234,uveitis,TxGNN Knowledge Graph
EMEA/H/C/004071,Neofordex,DEXAMETHASONE,DB01234,infectious anterior uveitis,TxGNN Knowledge Graph
EMEA/H/C/004071,Neofordex,DEXAMETHASONE,DB01234,panuveitis (disease),TxGNN Knowledge Graph
EMEA/H/C/004071,Neofordex,DEXAMETHASONE,DB01234,idiopathic uveitis,TxGNN Knowledge Graph
EMEA/H/C/002087,Dificlir,FIDAXOMICIN,DB08874,perinatal necrotizing enterocolitis,TxGNN Knowledge Graph
EMEA/H/C/002087,Dificlir,FIDAXOMICIN,DB08874,Clostridium infectious disease,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,diffuse large B-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,primary mediastinal large B-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,malignant glioma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,brain cancer,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,gliosarcoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,giant cell glioblastoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,brain glioblastoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,Langerhans cell histiocytosis,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,non-Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,protoplasmic astrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,obsolete Hodgkin's granuloma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,diffuse large B-cell lymphoma of the central nervous system,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,glioma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,ependymoblastoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,gemistocytic astrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,pleomorphic xanthoastrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,classic Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,anaplastic oligoastrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,plasmablastic lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,intravascular large B-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,Hodgkin's paragranuloma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,primary central nervous system lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,ALK-positive large B-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,mantle cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,chordoid glioma of the third ventricle,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,anaplastic astrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,fibrillary astrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,neuroepithelial neoplasm,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,"primary cutaneous diffuse large B-cell lymphoma, Leg type",TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,oligoastrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,embryonal carcinoma of the central nervous system,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,oligodendroglial tumor,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,"lymphoma, non-Hodgkin, familial",TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,Hodgkins lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,anaplastic ependymoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,lymphosarcoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,embryonal carcinoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,pituicytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,"classic Hodgkin lymphoma, lymphocyte-rich type",TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,plasma cell myeloma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,B-cell neoplasm,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,diffuse astrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,glioblastoma (disease),TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,juvenile pilocytic astrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,angiocentric glioma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,astroblastoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,T-cell/histiocyte rich large B cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,pilomyxoid astrocytoma,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,peripheral primitive neuroectodermal tumor,TxGNN Knowledge Graph
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,anaplastic oligodendroglioma,TxGNN Knowledge Graph
EMEA/H/C/002569,Vargatef,NINTEDANIB,DB09079,idiopathic pulmonary fibrosis,TxGNN Knowledge Graph
EMEA/H/C/000900,Intelence,ETRAVIRINE,DB06414,AIDS,TxGNN Knowledge Graph
EMEA/H/C/000331,Fasturtec,RASBURICASE,DB00049,obsolete hyperuricemia (disease),TxGNN Knowledge Graph
EMEA/H/C/001030,Mozobil,PLERIXAFOR,DB06809,plasma cell myeloma,TxGNN Knowledge Graph
EMEA/H/C/000697,Suboxone,NALOXONE,DB01183,morphine dependence,TxGNN Knowledge Graph
EMEA/H/C/000697,Suboxone,NALOXONE,DB01183,substance abuse/dependence,TxGNN Knowledge Graph
EMEA/H/C/000697,Suboxone,NALOXONE,DB01183,opiate dependence,TxGNN Knowledge Graph
EMEA/H/C/000752,Atriance,NELARABINE,DB01280,precursor T-cell acute lymphoblastic leukemia,TxGNN Knowledge Graph
EMEA/H/C/000752,Atriance,NELARABINE,DB01280,T-cell leukemia,TxGNN Knowledge Graph
EMEA/H/C/000752,Atriance,NELARABINE,DB01280,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/000613,Evoltra,CLOFARABINE,DB00631,precursor T-cell acute lymphoblastic leukemia,TxGNN Knowledge Graph
EMEA/H/C/000613,Evoltra,CLOFARABINE,DB00631,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/000613,Evoltra,CLOFARABINE,DB00631,acute lymphoblastic leukemia (disease),TxGNN Knowledge Graph
EMEA/H/C/000613,Evoltra,CLOFARABINE,DB00631,"leukemia, lymphocytic, susceptibility to",TxGNN Knowledge Graph
EMEA/H/C/000746,Invega,PALIPERIDONE,DB01267,psychotic disorder,TxGNN Knowledge Graph
EMEA/H/C/000746,Invega,PALIPERIDONE,DB01267,schizophreniform disorder,TxGNN Knowledge Graph
EMEA/H/C/004282,Vyxeos liposomal (previously Vyxeos),CYTARABINE,DB00987,"leukemia, lymphocytic, susceptibility to",TxGNN Knowledge Graph
EMEA/H/C/004282,Vyxeos liposomal (previously Vyxeos),CYTARABINE,DB00987,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/004282,Vyxeos liposomal (previously Vyxeos),CYTARABINE,DB00987,precursor T-cell acute lymphoblastic leukemia,TxGNN Knowledge Graph
EMEA/H/C/004282,Vyxeos liposomal (previously Vyxeos),CYTARABINE,DB00987,acute lymphoblastic leukemia (disease),TxGNN Knowledge Graph
EMEA/H/C/004282,Vyxeos liposomal (previously Vyxeos),CYTARABINE,DB00987,acute myeloblastic leukemia without maturation,TxGNN Knowledge Graph
EMEA/H/C/004282,Vyxeos liposomal (previously Vyxeos),CYTARABINE,DB00987,acute promyelocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/004282,Vyxeos liposomal (previously Vyxeos),CYTARABINE,DB00987,acute myeloblastic leukemia with maturation,TxGNN Knowledge Graph
EMEA/H/C/001039,Onglyza,SAXAGLIPTIN,DB06335,type 2 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/000772,Aerinaze,DESLORATADINE,DB00967,allergic urticaria,TxGNN Knowledge Graph
EMEA/H/C/000772,Aerinaze,DESLORATADINE,DB00967,idiopathic urticaria,TxGNN Knowledge Graph
EMEA/H/C/003897,Lonsurf,TRIFLURIDINE,DB00432,malignant colon neoplasm,TxGNN Knowledge Graph
EMEA/H/C/003897,Lonsurf,TRIFLURIDINE,DB00432,herpes simplex virus keratitis,TxGNN Knowledge Graph
EMEA/H/C/003897,Lonsurf,TRIFLURIDINE,DB00432,colonic neoplasm,TxGNN Knowledge Graph
EMEA/H/C/003897,Lonsurf,TRIFLURIDINE,DB00432,squamous cell carcinoma of colon,TxGNN Knowledge Graph
EMEA/H/C/000514,Fuzeon,ENFUVIRTIDE,DB00109,AIDS,TxGNN Knowledge Graph
EMEA/H/C/000427,Actraphane,INSULIN HUMAN,DB00030,diabetic ketoacidosis,TxGNN Knowledge Graph
EMEA/H/C/004138,Intrarosa,PRASTERONE,DB01708,pediatric systemic lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/004138,Intrarosa,PRASTERONE,DB01708,systemic lupus erythematosus (disease),TxGNN Knowledge Graph
EMEA/H/C/004138,Intrarosa,PRASTERONE,DB01708,psychologic dyspareunia,TxGNN Knowledge Graph
EMEA/H/C/002393,Defitelio,DEFIBROTIDE,DB04932,hepatic veno-occlusive disease-immunodeficiency syndrome,TxGNN Knowledge Graph
EMEA/H/C/002393,Defitelio,DEFIBROTIDE,DB04932,hepatic veno-occlusive disease,TxGNN Knowledge Graph
EMEA/H/C/002733,Feraccru,FERRIC MALTOL,DB15598,hypochromic anemia,TxGNN Knowledge Graph
EMEA/H/C/002733,Feraccru,FERRIC MALTOL,DB15598,iron deficiency anemia,TxGNN Knowledge Graph
EMEA/H/C/002733,Feraccru,FERRIC MALTOL,DB15598,microcytic anemia,TxGNN Knowledge Graph
EMEA/H/C/002733,Feraccru,FERRIC MALTOL,DB15598,deficiency anemia,TxGNN Knowledge Graph
EMEA/H/C/000909,Qutenza,CAPSAICIN,DB06774,postherpetic neuralgia,TxGNN Knowledge Graph
EMEA/H/C/000909,Qutenza,CAPSAICIN,DB06774,neuralgia,TxGNN Knowledge Graph
EMEA/H/C/000680,Tandemact,PIOGLITAZONE,DB01132,type 2 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/000680,Tandemact,GLIMEPIRIDE,DB00222,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/000680,Tandemact,GLIMEPIRIDE,DB00222,type 2 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/004004,Kanuma,SEBELIPASE ALFA,DB11563,Wolman disease,TxGNN Knowledge Graph
EMEA/H/C/004004,Kanuma,SEBELIPASE ALFA,DB11563,lysosomal lipid storage disorder,TxGNN Knowledge Graph
EMEA/H/C/002182,Vipidia,ALOGLIPTIN,DB06203,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/000105,Rapilysin,RETEPLASE,DB00015,coronary thrombosis,TxGNN Knowledge Graph
EMEA/H/C/000105,Rapilysin,RETEPLASE,DB00015,hemoglobinopathy,TxGNN Knowledge Graph
EMEA/H/C/001013,Pantozol Control,PANTOPRAZOLE,DB00213,gastrin secretion abnormality,TxGNN Knowledge Graph
EMEA/H/C/001013,Pantozol Control,PANTOPRAZOLE,DB00213,hyperinsulinism (disease),TxGNN Knowledge Graph
EMEA/H/C/001013,Pantozol Control,PANTOPRAZOLE,DB00213,Zollinger-Ellison syndrome,TxGNN Knowledge Graph
EMEA/H/C/001013,Pantozol Control,PANTOPRAZOLE,DB00213,peptic esophagitis,TxGNN Knowledge Graph
EMEA/H/C/001013,Pantozol Control,PANTOPRAZOLE,DB00213,multiple endocrine neoplasia,TxGNN Knowledge Graph
EMEA/H/C/001013,Pantozol Control,PANTOPRAZOLE,DB00213,peptic ulcer disease,TxGNN Knowledge Graph
EMEA/H/C/001013,Pantozol Control,PANTOPRAZOLE,DB00213,esophagitis (disease),TxGNN Knowledge Graph
EMEA/H/C/004459,Vihuma,SIMOCTOCOG ALFA,DB09108,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/004459,Vihuma,SIMOCTOCOG ALFA,DB09108,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
EMEA/H/C/000780,Rasilez,ALISKIREN,DB09026,hypertensive disorder,TxGNN Knowledge Graph
EMEA/H/C/000480,Xagrid,ANAGRELIDE,DB00261,thrombocythemia,TxGNN Knowledge Graph
EMEA/H/C/000480,Xagrid,ANAGRELIDE,DB00261,familial thrombocytosis,TxGNN Knowledge Graph
EMEA/H/C/002178,Incresync,ALOGLIPTIN,DB06203,type 2 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/000631,Aptivus,TIPRANAVIR,DB00932,HIV infectious disease,TxGNN Knowledge Graph
EMEA/H/C/000631,Aptivus,TIPRANAVIR,DB00932,AIDS,TxGNN Knowledge Graph
EMEA/H/C/002404,Desloratadine ratiopharm,DESLORATADINE,DB00967,allergic rhinitis,TxGNN Knowledge Graph
EMEA/H/C/002404,Desloratadine ratiopharm,DESLORATADINE,DB00967,vasomotor rhinitis,TxGNN Knowledge Graph
EMEA/H/C/002284,NovoThirteen,CATRIDECACOG,DB09310,"factor XIII, A subunit, deficiency",TxGNN Knowledge Graph
EMEA/H/C/000206,Beromun,TASONERMIN,DB11626,sarcoma,TxGNN Knowledge Graph
EMEA/H/C/000206,Beromun,TASONERMIN,DB11626,cancer,TxGNN Knowledge Graph
EMEA/H/C/000206,Beromun,TASONERMIN,DB11626,soft tissue sarcoma,TxGNN Knowledge Graph
EMEA/H/C/000408,Inductos,DIBOTERMIN ALFA,DB11639,intervertebral disc degenerative disorder,TxGNN Knowledge Graph
EMEA/H/C/000408,Inductos,DIBOTERMIN ALFA,DB11639,tibia fracture,TxGNN Knowledge Graph
EMEA/H/C/000528,Levemir,INSULIN DETEMIR,DB01307,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/000528,Levemir,INSULIN DETEMIR,DB01307,diabetic ketoacidosis,TxGNN Knowledge Graph
EMEA/H/C/002719,NovoEight,TUROCTOCOG ALFA,DB09109,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/002719,NovoEight,TUROCTOCOG ALFA,DB09109,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
